# SoFiA source catalogue
# Creator: SoFiA 2.3.0
# Time:    Wed, 03 Mar 2021, 16:10:38
#
# Header rows:
#   1 = column number
#   2 = parameter name
#   3 = parameter unit
#
#                           1             2             3             4             5             6             7             8             9            10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34
#                        name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag           rms           w20           w50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec          freq
#                                                     pix           pix           pix           pix           pix           pix           pix           pix           pix                     Jy/beam       Jy/beam       Jy/beam                                   Jy/beam           pix           pix           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix       Jy/beam           deg           deg            Hz

    SoFiA J120045.10-300018.0            11    111.792444    314.406139   1934.626130           110           114           313           317          1930          1940           120  -7.53567e-05   8.68524e-05      0.001803      0.000000             0   2.64407e-05      9.808544      8.808130      2.333543      1.473962     -8.527336      2.880604      0.976281    -13.304607     -1.000000      0.079985      0.108452      0.277125   2.89644e-04    180.187899    -30.004995   1.00804e+09
    SoFiA J115856.71-294902.6            12    615.175767    555.437773   1897.043671           611           619           551           561          1881          1911          1230  -8.09313e-05   1.01421e-04      0.012540      0.000000             0   2.82928e-05     26.993989     22.844399      3.706824      2.553941     15.174340      2.214804      1.534789     15.653144    132.249682      0.061567      0.078235      0.260139   9.92266e-04    179.736284    -29.817396   1.00691e+09
    SoFiA J120052.38-301356.1            13     78.554191     22.170465   1693.645145            77            81            20            25          1684          1703           153  -4.87687e-05   1.11993e-04      0.003162      0.000000             0   3.20972e-05     15.808821     11.897638      2.145651      1.666510     16.360246      1.921904      0.968412     -1.410471     -1.000000      0.083965      0.096277      0.458082   3.97020e-04    180.218254    -30.232244   1.00081e+09
    SoFiA J115854.94-295123.9            14    623.279685    504.964456   1681.704811           620           626           502           509          1675          1690           473  -7.50134e-05   1.09153e-04      0.006292      0.000000             0   2.71409e-05     11.960377      7.894548      2.825671      2.523206    -52.154505      2.486367      1.008558    -64.065621    153.800692      0.081024      0.079914      0.199997   5.90275e-04    179.728912    -29.856638   1.00045e+09
    SoFiA J115903.45-300624.6            15    583.069263    183.357638   1594.058656           579           587           179           187          1581          1604           860  -8.34169e-05   9.65768e-05      0.010771      0.000000             0   2.71095e-05     16.411031     14.460008      3.838321      2.620867    -29.007277      3.636490      1.386450    -34.647073    125.500282      0.067751      0.079207      0.216596   7.95008e-04    179.764381    -30.106846   9.97822e+08
    SoFiA J120021.06-295359.4            16    223.182316    449.750520   1529.561300           221           226           447           452          1522          1536           223  -6.76721e-05   8.76468e-05      0.003034      0.000000             0   2.80440e-05     11.464010     10.565065      2.572794      1.881890    -55.090970      1.709793      0.000000    -73.032772    135.000000      0.112196      0.106450      0.301664   4.18786e-04    180.087762    -29.899832   9.95887e+08
    SoFiA J120044.61-295054.2            17    113.700868    515.752419   1485.517421           111           116           514           518          1481          1490           130  -6.26175e-05   8.78453e-05      0.001933      0.000000             0   2.97585e-05      8.538586      7.797645      1.992927      1.618867     76.317319      1.951744      1.000000     72.470427     -1.000000      0.108596      0.097574      0.234252   3.39300e-04    180.185892    -29.848395   9.94566e+08
    SoFiA J120043.98-295051.5            18    116.651758    516.744768   1451.997749           113           120           514           520          1445          1467           332  -5.92878e-05   9.58568e-05      0.004548      0.000000             0   2.82008e-05     19.052123      3.807448      3.072978      1.864699    -60.487261      2.239304      1.051241    -50.642006    116.565051      0.099645      0.089151      0.330937   5.13843e-04    180.183245    -29.847627   9.93560e+08
    SoFiA J115937.75-300631.8            19    424.118443    181.026071   1360.748256           422           426           179           183          1356          1366           118  -4.60058e-05   9.68707e-05      0.002298      0.000000             0   3.02440e-05      8.693191      6.590220      2.014120      1.739848    -35.721224      1.639922      1.000000     35.953244     -1.000000      0.111768      0.106930      0.243349   3.28534e-04    179.907287    -30.108836   9.90822e+08
    SoFiA J115913.95-300243.2            20    534.562272    262.546054   1269.858862           531           537           260           265          1261          1280           330  -7.48796e-05   9.55808e-05      0.006231      0.000000             0   2.65755e-05     19.000000     17.826130      3.232370      2.073261    -53.708951      3.439492      1.604921    -50.233751    311.657226      0.077286      0.071134      0.266704   4.82769e-04    179.808112    -30.045325   9.88096e+08
    SoFiA J115858.55-300459.0            21    605.874196    213.888923   1233.005794           601           611           209           218          1216          1251          1745  -9.36740e-05   1.05010e-04      0.016411      0.000000             0   2.68508e-05     32.208805     29.639089      3.523187      3.326045    -25.730146      3.001828      1.455108    -35.539163    292.053524      0.063396      0.065361      0.263808      0.001122    179.743939    -30.083061   9.86990e+08
    SoFiA J115924.42-295734.6            22    486.149672    372.821085   1236.453111           483           490           369           377          1227          1245           639  -8.87916e-05   1.10250e-04      0.007390      0.000000             0   3.04991e-05     15.654485     10.947670      3.127596      2.586906    -52.252392      1.748345      0.909883    -67.455556    205.531332      0.094235      0.097274      0.232682   7.70969e-04    179.851739    -29.959612   9.87094e+08
    SoFiA J120040.73-300109.3            23    132.085127    296.115591   1187.067838           129           137           293           299          1173          1198           683  -8.19484e-05   9.90211e-05      0.007456      0.000000             0   2.84290e-05     24.482151     17.438854      2.839629      2.549842     65.802711      2.460260      1.037867    -15.917341    135.000000      0.088403      0.072764      0.288574   7.42971e-04    180.169698    -30.019246   9.85612e+08
    SoFiA J115937.17-300919.7            24    426.753739    121.055522   1152.057598           424           429           119           123          1145          1159           247  -4.48363e-05   1.05577e-04      0.004094      0.000000             0   2.74061e-05     11.846376     10.664078      2.212780      1.963014     46.131864      1.361950      1.264911     77.294514     86.989096      0.082563      0.076667      0.221200   4.30721e-04    179.904873    -30.155478   9.84562e+08
    SoFiA J115944.60-294541.6            25    392.599545    627.540518   1146.236040           391           395           625           630          1140          1153           214  -5.32009e-05   8.84120e-05      0.003357      0.000000             0   2.85410e-05      9.235143      8.044090      2.428921      1.868624    -19.483251      1.160678      0.941160     52.009759     -1.000000      0.090189      0.106683      0.246497   4.17519e-04    179.935850    -29.761563   9.84387e+08
    SoFiA J120049.97-300900.4            26     89.539701    127.775735   1108.043022            86            93           124           131          1095          1118           489  -7.76047e-05   9.60694e-05      0.005846      0.000000             0   2.80446e-05     20.860465     14.511470      3.266180      2.380556     33.131006      3.280569      0.746373     43.113907     -1.000000      0.089738      0.093093      0.329878   6.20161e-04    180.208191    -30.150122   9.83241e+08
    SoFiA J120003.94-300513.7            27    302.735358    208.966256   1090.299084           299           307           204           214          1074          1107          1344  -8.29882e-05   1.06699e-04      0.013153      0.000000             0   2.78294e-05     31.367474     24.967529      4.099272      2.682546    -42.526259      2.634002      1.473827    -55.012583    282.487420      0.068332      0.074879      0.294985      0.001020    180.016418    -30.087136   9.82709e+08
    SoFiA J120014.51-300703.5            28    253.777511    169.715093   1050.370826           251           257           166           173          1041          1059           544  -8.02610e-05   1.04317e-04      0.006126      0.000000             0   2.57190e-05     17.919443     17.224662      3.231831      2.690527     11.067083      2.515712      0.968523     60.207750    219.377097      0.071467      0.086933      0.228483   5.99866e-04    180.060444    -30.117652   9.81511e+08
    SoFiA J120017.40-295825.2            29    240.259455    354.838795   1026.199294           237           243           352           357          1015          1035           406  -6.01861e-05   9.02959e-05      0.005981      0.000000             0   2.72959e-05     14.316658      9.845772      2.676595      2.265576      0.528086      2.319374      1.247668    -29.955547     -1.000000      0.081478      0.087649      0.271672   5.49997e-04    180.072494    -29.973661   9.80786e+08
    SoFiA J120016.23-295853.3            30    245.701385    344.784500   1018.988707           242           249           341           348          1010          1028           546  -5.98665e-05   1.25456e-04      0.006266      0.000000             0   2.61528e-05     15.029293      8.179907      3.332315      2.485142    -15.397450      1.847027      1.789588    -49.928679    235.876085      0.082343      0.090798      0.201095   6.11103e-04    180.067613    -29.981484   9.80570e+08
    SoFiA J120048.11-300841.3            31     98.102829    134.624119    943.117625            94           102           130           139           932           955          1124  -6.93514e-05   9.69392e-05      0.010587      0.000000             0   2.45216e-05     17.919018     13.824821      3.416881      2.849749    -33.433813      2.669359      1.518968    -44.620968    158.055348      0.067071      0.072565      0.184175   8.22113e-04    180.200478    -30.144808   9.78294e+08
    SoFiA J120001.46-300905.4            32    314.255084    126.230213    881.579776           312           316           124           128           875           887           168  -5.49222e-05   8.95484e-05      0.003692      0.000000             0   2.59843e-05      8.661434      4.984882      2.223693      1.872663     46.168721      2.404918      1.099031     69.836250    333.996654      0.081660      0.077691      0.213021   3.36796e-04    180.006067    -30.151488   9.76447e+08
    SoFiA J115957.59-294928.6            33    332.189895    546.497257    760.629271           328           336           542           551           745           775          1208  -6.75894e-05   1.04504e-04      0.012250      0.000000             0   2.52445e-05     27.330397     23.432276      4.205479      2.825686    -47.288942      4.191550      1.360694    -49.727884    316.313715      0.062777      0.067814      0.251082   8.77406e-04    179.989968    -29.824613   9.72819e+08
    SoFiA J120008.47-301428.9            34    281.788266     10.688014    569.147054           278           285             9            13           562           578           159  -4.30204e-05   7.29130e-05      0.002295      0.000000             0   2.81030e-05     15.637208     12.416762      3.405849      1.736070    -82.049871      5.743795      0.000000    -76.138960     -1.000000      0.139662      0.095306      0.393892   3.54365e-04    180.035302    -30.241350   9.67074e+08
    SoFiA J120037.02-294609.5            35    148.863965    617.481326    526.874165           146           152           615           620           519           534           351  -8.15017e-05   8.05441e-05      0.004604      0.000000             0   3.30279e-05     14.650852      7.218969      2.463194      2.143154    -89.584240      1.550809      0.915321     72.062993     -1.000000      0.108623      0.100563      0.261871   6.18778e-04    180.154238    -29.769313   9.65806e+08
    SoFiA J115906.00-300101.5            36    571.474158    298.791956    515.506124           568           575           295           303           504           527           910  -5.66733e-05   8.33833e-05      0.008775      0.000000             0   2.92406e-05     21.917734     15.443671      3.490627      3.221554    -44.566129      4.052443      0.753048     47.961585     -1.000000      0.092816      0.093513      0.273389   8.82078e-04    179.775010    -30.017082   9.65465e+08
    SoFiA J120013.79-300348.1            37    257.044135    239.519268    464.083829           253           263           235           244           446           478          1452  -7.82817e-05   9.38656e-05      0.015040      0.000000             0   2.87406e-05     28.809353     16.211465      3.996847      3.742140     61.239403      2.965089      1.932556     56.861567    225.000000      0.076316      0.074375      0.263922      0.001095    180.057476    -30.063361   9.63923e+08
    SoFiA J120053.24-300205.7            38     74.068872    275.871117    452.948616            70            78           272           280           444           461           773  -7.50865e-05   1.06809e-04      0.008102      0.000000             0   2.44822e-05     10.905456      8.889571      3.637008      3.087222     70.999533      2.523335      2.247586    -18.243601    184.933791      0.078507      0.071537      0.147165   6.80675e-04    180.221848    -30.034914   9.63588e+08
    SoFiA J115948.76-295531.4            39    373.205076    416.912593    369.328018           369           377           413           420           354           384           905  -6.56988e-05   1.06066e-04      0.009927      0.000000             0   2.67218e-05     27.787269     21.611877      3.029923      2.418797     76.720412      2.492835      1.504994    -85.372913    103.236880      0.071906      0.065044      0.305979   8.03879e-04    179.953150    -29.925393   9.61080e+08
    SoFiA J115927.59-295538.9            40    471.475075    414.168199    338.315896           468           475           410           418           322           361          1139  -7.09226e-05   1.04380e-04      0.014311      0.000000             0   2.86636e-05     34.508582     24.402012      3.338120      2.616701     23.942657      2.665401      1.772669     13.691564    132.526957      0.061309      0.067117      0.366277   9.67368e-04    179.864957    -29.927467   9.60149e+08
    SoFiA J120017.86-295038.7            41    237.995756    521.433402    318.667416           232           242           518           526           309           329           474  -1.59959e-04   1.80354e-04      0.007082      0.000000             0   4.38901e-05     11.644121      8.780636      4.060523      3.298810     49.536485      6.460349      0.406461    -40.848595    218.817971      0.103221      0.096900      0.228550   9.55554e-04    180.074430    -29.844086   9.59560e+08
    SoFiA J115902.34-295236.5            42    588.826522    479.105227    320.575396           586           591           478           482           313           329            76  -6.99558e-05   1.46264e-04      0.002400      0.000000             0   5.28253e-05     16.000000     15.204156      2.827577      1.511027     50.223112      5.263591      0.000000     43.949285     -1.000000      0.139979      0.132053      0.641658   4.60521e-04    179.759762    -29.876811   9.59617e+08
    SoFiA J115911.24-300555.2            43    547.005448    193.931024    323.357179           545           549           191           196           321           329            75  -4.87774e-05   1.11302e-04      0.002302      0.000000             0   3.40555e-05      4.771778      3.743106      2.471816      2.089381     34.439564      3.164354      3.025973    -78.370233    321.901369      0.102538      0.117994      0.187846   2.94929e-04    179.796822    -30.098676   9.59701e+08
    SoFiA J115952.11-295347.4            44    357.620996    454.061208    321.411562           356           360           451           456           314           328           125  -6.42149e-05   1.26859e-04      0.002766      0.000000             0   4.91034e-05     11.779336      1.474518      2.756633      1.362811     34.914599      1.248010      0.000000    -84.370829     -1.000000      0.137602      0.156350      0.493267   5.48993e-04    179.967145    -29.896504   9.59642e+08
    SoFiA J115928.40-300456.8            45    467.500989    214.925261    322.925763           465           469           213           217           320           328            56  -1.02321e-04   9.82639e-05   9.35610e-04      0.000000             0   4.81398e-05      3.603421      2.733858      1.750921      1.571765    -73.365171      0.000000      0.000000      0.000000     -1.000000      0.167209      0.156566      0.398730   3.60245e-04    179.868318    -30.082437   9.59688e+08
    SoFiA J115859.83-301124.1            46    599.604584     76.380437    321.056719           592           603            74            79           313           328           205  -1.55287e-04   1.35101e-04      0.002098      0.000000             0   4.33831e-05      7.683943      7.034448      4.178959      2.382585     85.335858      2.802547      0.995820    -84.392463     -1.000000      0.255755      0.107354      0.257022   6.21151e-04    179.749303    -30.190023   9.59632e+08
    SoFiA J115937.26-295747.6            47    426.543820    368.243632    324.346826           424           429           366           371           320           327            69  -7.23648e-05   1.03135e-04      0.001620      0.000000             0   4.80449e-05      7.000000      3.378557      2.634659      1.771359     22.260610      0.000000      0.000000      0.000000     -1.000000      0.168123      0.212564      0.306431   3.99091e-04    179.905246    -29.963221   9.59730e+08
    SoFiA J115855.49-301242.3            48    619.658689     48.393087    323.947425           617           623            45            50           321           327            45  -4.53387e-05   1.06399e-04      0.001018      0.000000             0   4.21627e-05      4.946386      3.887306      3.584019      1.465653     53.106716      0.000000      0.000000      0.000000     -1.000000      0.312188      0.235579      0.324399   2.82836e-04    179.731198    -30.211756   9.59718e+08
    SoFiA J115901.83-294553.1            49    591.525234    623.180599    322.610231           589           594           620           626           316           326           103  -1.18768e-04   1.87171e-04      0.001722      0.000000             0   4.69349e-05      3.109846      2.594033      3.108488      2.195837     24.239879      0.000000      0.000000      0.000000     -1.000000      0.165103      0.191184      0.209018   4.76337e-04    179.757613    -29.764747   9.59678e+08
    SoFiA J120041.94-295313.8            50    126.213523    465.912961    323.911831           124           129           464           468           320           326            46  -8.60733e-05   1.32920e-04      0.001495      0.000000             0   5.18016e-05      4.854766      4.519641      2.927869      1.465366    -79.968568      0.000000      0.000000      0.000000     -1.000000      0.243721      0.165675      0.251076   3.51336e-04    180.174740    -29.887174   9.59717e+08
    SoFiA J120039.14-295913.1            51    139.391400    337.632566    321.131300           137           143           334           339           318           326            90  -9.94096e-05   1.45015e-04      0.002172      0.000000             0   4.99231e-05      6.000476      4.002088      3.217310      1.550513     66.463706      2.878196   2.98023e-08     75.207305     -1.000000      0.159032      0.119585      0.210056   4.73612e-04    180.163082    -29.986963   9.59634e+08
    SoFiA J115902.82-300528.0            52    586.035934    203.574157    322.283024           584           588           201           208           319           326            90  -1.06610e-04   1.31853e-04      0.001623      0.000000             0   6.02051e-05      7.000000      1.969976      3.635420      1.627033    -32.725537      0.000000      0.000000      0.000000     -1.000000      0.169209      0.262233      0.270855   5.71156e-04    179.761751    -30.091117   9.59668e+08
    SoFiA J115910.56-301039.3            53    549.972379     92.473288    321.954086           548           553            90            94           317           326            91  -7.22824e-05   1.79052e-04      0.002242      0.000000             0   4.18298e-05      7.490642      7.071488      2.557313      1.683813    -85.439748      0.000000      0.000000      0.000000     -1.000000      0.143123      0.102500      0.292311   3.99031e-04    179.793990    -30.177583   9.59659e+08
    SoFiA J115933.89-301158.5            54    441.894488     64.333863    320.382695           439           446            60            69           318           326           136  -9.58332e-05   1.44718e-04      0.004614      0.000000             0   4.97986e-05      7.249474      2.735229      5.410270      1.683448     31.981214      5.164909   4.21468e-08     25.346136     -1.000000      0.164029      0.210198      0.231775   5.80746e-04    179.891205    -30.199585   9.59611e+08
    SoFiA J120046.74-301217.8            55    104.603373     57.332597    319.097813           100           107            53            60           314           326           204  -1.48473e-04   1.39221e-04      0.002600      0.000000             0   4.51914e-05      7.408184      6.848979      3.205906      1.847774     60.724878      0.000000      0.000000      0.000000     -1.000000      0.149970      0.107525      0.290404   6.45463e-04    180.194750    -30.204932   9.59573e+08
    SoFiA J120023.85-301246.5            56    210.610990     47.204018    318.364456           207           213            45            50           311           326           142  -1.39401e-04   1.46790e-04      0.002544      0.000000             0   5.24369e-05     14.669672     12.621349      3.523356      1.970003     68.075567      3.676415          -nan     49.080690     -1.000000      0.146635      0.129676      0.392799   6.24858e-04    180.099354    -30.212916   9.59551e+08
    SoFiA J120037.26-295100.8            57    147.871258    513.456130    321.799290           146           152           511           515           318           325            56  -7.60865e-05   1.76570e-04      0.002032      0.000000             0   6.13662e-05      6.609785      5.217392      3.081256      1.586604     75.680236      0.000000      0.000000      0.000000     -1.000000      0.289000      0.160796      0.313224   4.59223e-04    180.155253    -29.850221   9.59654e+08
    SoFiA J115952.46-295421.5            58    355.992300    441.905766    318.613701           354           358           439           444           312           325           110  -1.00422e-04   1.58123e-04      0.003951      0.000000             0   4.55069e-05     10.743353      1.963744      3.542385      1.783029    -34.961134      4.393278      2.931314    -40.159825    143.631148      0.093862      0.111146      0.262857   4.77280e-04    179.968603    -29.905958   9.59558e+08
    SoFiA J115908.28-295919.8            59    560.961268    335.142105    321.855172           559           563           332           338           320           325            56  -1.12932e-04   8.76171e-05   8.65210e-04      0.000000             0   5.23393e-05      3.670119      3.248481      2.702671      1.921182     14.968452      0.000000      0.000000      0.000000     -1.000000      0.207327      0.317418      0.290339   3.91671e-04    179.784514    -29.988825   9.59656e+08
    SoFiA J120057.13-300200.8            60     56.034512    277.598902    322.127798            54            58           276           280           321           325            43  -7.76766e-05   1.50626e-04   7.05611e-04      0.000000             0   4.44271e-05      1.756898      1.473061      2.618471      1.180521     45.157719      0.000000      0.000000      0.000000     -1.000000      0.175273      0.235250      0.225014   2.91328e-04    180.238047    -30.033542   9.59664e+08
    SoFiA J115907.32-300242.4            61    565.281721    262.766043    321.406541           563           568           261           265           318           325            89  -8.77818e-05   1.01894e-04      0.001490      0.000000             0   3.78178e-05      5.840326      4.026663      2.981479      1.460158    -56.888838      0.000000      0.000000      0.000000     -1.000000      0.146030      0.123733      0.230629   3.56772e-04    179.780510    -30.045111   9.59642e+08
    SoFiA J120014.30-300939.6            62    254.780159    113.968839    320.197992           252           258           109           118           315           325           178  -1.13237e-04   1.81618e-04      0.004426      0.000000             0   5.31696e-05      6.917890      1.427268      4.246150      2.470395     -3.498359      6.088875      0.995639      5.426159     -1.000000      0.113146      0.170083      0.225370   7.09371e-04    180.059569    -30.161011   9.59606e+08
    SoFiA J120030.99-301416.7            63    177.576148     14.946413    318.591938           174           179            11            17           312           325           112  -1.68145e-04   1.73485e-04      0.002207      0.000000             0   5.43090e-05     13.000000      7.866674      2.264640      1.798883    -16.408301      0.000000      0.000000      0.000000     -1.000000      0.114687      0.138176      0.464213   5.74752e-04    180.129120    -30.237980   9.59558e+08
    SoFiA J120036.33-294610.6            64    152.066076    617.102167    322.706838           149           157           614           620           320           324            37  -5.11731e-05   1.16888e-04      0.001342      0.000000             0   5.81726e-05      2.886485      2.554053      5.459144      2.159065    -51.171806      0.000000      0.000000      0.000000     -1.000000      0.478578      0.395777      0.221790   3.53850e-04    180.151370    -29.769611   9.59681e+08
    SoFiA J115945.94-294625.0            65    386.390810    612.049527    320.333024           384           389           608           615           315           324           165  -8.50565e-05   1.59418e-04      0.004040      0.000000             0   5.08122e-05      6.501890      2.112833      3.591282      2.172179     22.584460      5.696851      1.092874     21.415581     -1.000000      0.119576      0.155991      0.216850   6.52695e-04    179.941406    -29.773615   9.59610e+08
    SoFiA J120043.19-295245.2            66    120.381087    476.117310    319.444010           118           123           474           478           316           324            61  -1.72526e-04   1.32109e-04      0.001755      0.000000             0   5.16926e-05      5.568116      1.238544      2.974898      2.071489     71.597858      0.000000      0.000000      0.000000     -1.000000      0.167202      0.116652      0.261236   4.03732e-04    180.179958    -29.879231   9.59583e+08
    SoFiA J115928.06-295613.1            67    469.255079    401.950252    321.266184           467           471           398           405           319           324            66  -7.08927e-05   1.48700e-04      0.002184      0.000000             0   5.02601e-05      4.403942      2.884221      3.025713      1.860224    -22.233599      0.000000      0.000000      0.000000     -1.000000      0.135681      0.203457      0.179023   4.08315e-04    179.866936    -29.936972   9.59638e+08
    SoFiA J120018.71-295603.5            68    234.152563    405.417358    321.607434           231           237           403           410           319           324            57  -2.54677e-05   1.39776e-04      0.002847      0.000000             0   5.23471e-05      4.876618      2.962291      5.290810      2.024659     29.273548      0.000000      0.000000      0.000000     -1.000000      0.200457      0.300514      0.155506   3.95212e-04    180.077946    -29.934319   9.59648e+08
    SoFiA J115948.07-295753.2            69    376.355624    366.261632    318.836013           373           382           362           370           315           324           106  -1.61901e-04   1.52701e-04      0.004147      0.000000             0   5.25267e-05      8.689341      8.430838      5.666311      2.543000     60.619509      6.535857      0.720831     45.784020     -1.000000      0.208234      0.140724      0.237128   5.40796e-04    179.950303    -29.964787   9.59565e+08
    SoFiA J120009.80-295930.2            70    275.544354    331.652253    319.714188           272           279           329           335           317           324           114  -1.21471e-04   1.59043e-04      0.002921      0.000000             0   5.13885e-05      5.552591      1.025155      4.266119      2.916565    -35.304744      4.467331      2.782442     84.677678     -1.000000      0.133836      0.154173      0.175292   5.48679e-04    180.040820    -29.991709   9.59591e+08
    SoFiA J120102.58-295959.6            71     30.658139    320.797397    318.343033            28            35           318           323           313           324           111  -1.16991e-04   1.55409e-04      0.002301      0.000000             0   5.85565e-05      9.739273      3.291323      2.871942      1.701428     80.297971      2.067839      0.000000    -39.534873     -1.000000      0.165601      0.120046      0.322470   6.16932e-04    180.260757    -29.999901   9.59550e+08
    SoFiA J120101.92-300034.5            72     33.759511    308.343689    317.203290            29            40           302           312           312           324           311  -1.20608e-04   1.67422e-04      0.005762      0.000000             0   5.48769e-05      9.540623      8.685832      7.024716      2.950780     48.882452     16.431521      0.000000     49.426778     -1.000000      0.165381      0.142640      0.215109   9.67765e-04    180.257997    -30.009592   9.59516e+08
    SoFiA J120055.24-300041.5            73     64.761189    305.921199    320.617159            62            67           304           309           318           324            53  -8.21436e-05   1.74511e-04      0.002351      0.000000             0   5.63004e-05      6.000000      3.281604      2.950779      2.017458    -53.586936      3.975119          -nan    -62.387956     -1.000000      0.139305      0.129753      0.197050   4.09873e-04    180.230156    -30.011528   9.59619e+08
    SoFiA J115922.84-300731.6            74    493.178566    159.608180    320.677661           490           496           157           162           316           324            77  -1.09155e-04   1.53646e-04      0.002485      0.000000             0   5.08210e-05      5.074286      1.091042      4.089380      1.952925     54.578260      7.955900      0.000000     53.039119     -1.000000      0.163181      0.134580      0.252608   4.45953e-04    179.845170    -30.125437   9.59620e+08
    SoFiA J120035.32-300910.6            75    157.382374    124.247142    321.359704           154           160           121           126           318           324            68  -1.48790e-04   1.08868e-04      0.001169      0.000000             0   5.12197e-05      3.621893      2.657903      3.885344      1.717202    -61.902722      0.000000      0.000000      0.000000     -1.000000      0.237093      0.201641      0.210563   4.22369e-04    180.147173    -30.152948   9.59641e+08
