# SoFiA source catalogue
# Creator: SoFiA 2.3.0
# Time:    Thu, 25 Feb 2021, 12:46:38
#
# Header rows:
#   1 = column number
#   2 = parameter name
#   3 = parameter unit
#
#                           1             2             3             4             5             6             7             8             9            10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34
#                        name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag           rms           w20           w50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec          freq
#                                                     pix           pix           pix           pix           pix           pix           pix           pix           pix                     Jy/beam       Jy/beam       Jy/beam                                   Jy/beam           pix           pix           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix       Jy/beam           deg           deg            Hz

    SoFiA J115934.47-300608.5            11    439.336595    189.336126   6248.064866           434           447           184           195          6225          6268          3226  -8.97045e-05   1.40447e-04      0.035060      0.000000             0   2.91910e-05     42.620322     29.616151      4.903670      3.892392    -85.674911      3.712928      3.028492    -87.653164    258.567016      0.061030      0.053139      0.220047      0.001658    179.893612    -30.102363   1.13744e+09
    SoFiA J115953.25-300000.4            12    352.331877    320.836081   6189.035938           350           355           318           324          6182          6196           229  -7.19146e-05   1.08269e-04      0.003378      0.000000             0   2.98012e-05      9.526619      8.212138      2.497002      1.935572     -4.564349      1.430514      0.848798     20.880660     75.003678      0.085101      0.105406      0.248755   4.50974e-04    179.971861    -30.000125   1.13567e+09
    SoFiA J115953.01-300003.6            13    353.409740    319.715078   6161.444424           350           356           317           323          6156          6167           226  -6.83155e-05   1.04428e-04      0.003913      0.000000             0   3.41335e-05     10.432011      3.128802      3.062524      1.901487     55.960059      0.000000      0.000000      0.000000     -1.000000      0.113348      0.104816      0.222487   5.13139e-04    179.970893    -30.000996   1.13484e+09
    SoFiA J115852.30-294609.8            14    635.794292    617.114864   6037.282436           632           640           613           621          6023          6052          1145  -8.63281e-05   1.02841e-04      0.013406      0.000000             0   3.01555e-05     25.273879     24.158362      4.142032      2.575923     48.533000      3.682087      1.709813     62.683654     45.000000      0.071244      0.072768      0.274092      0.001020    179.717935    -29.769386   1.13112e+09
    SoFiA J120040.99-301003.7            15    131.135942    105.245562   5908.826301           128           135           101           109          5900          5917           628  -7.00341e-05   1.07181e-04      0.007407      0.000000             0   2.79699e-05     15.155723      8.550599      3.428048      2.608355     40.439342      1.791267      1.238021     59.452238     15.309856      0.076507      0.086637      0.185980   7.00924e-04    180.170807    -30.167699   1.12726e+09
    SoFiA J120100.14-295802.5            16     41.891362    362.643477   5889.813464            35            49           356           369          5869          5910          3472  -9.90544e-05   1.46293e-04      0.039588      0.000000             0   2.96700e-05     34.387904     30.552847      5.027596      4.894651     77.730987      3.846607      3.264499    -19.892958    242.639639      0.059550      0.059407      0.208667      0.001748    180.250586    -29.967373   1.12669e+09
    SoFiA J120052.53-300133.5            17     77.362190    287.368215   5877.691234            74            80           285           289          5868          5886           178  -4.99702e-05   1.05277e-04      0.002857      0.000000             0   2.76771e-05     17.801000     17.461805      2.545652      1.729424     76.091832      2.095792      0.351385    -71.745415    296.565051      0.102273      0.084734      0.463497   3.69259e-04    180.218869    -30.025977   1.12633e+09
    SoFiA J115938.67-295258.6            18    420.094421    471.471748   5843.862759           416           424           467           476          5822          5874          1527  -8.95512e-05   1.53964e-04      0.019094      0.000000             0   3.03849e-05     47.007951     42.943941      3.862391      2.934112      2.507066      3.115860      2.010653    -13.079081     16.009033      0.055538      0.065294      0.487798      0.001187    179.911108    -29.882936   1.12532e+09
    SoFiA J115946.36-300541.8            19    384.238475    198.905377   5843.558421           381           387           195           203          5821          5869          1198  -1.08151e-04   1.14368e-04      0.015340      0.000000             0   2.91229e-05     45.091716     34.149827      3.162860      2.175769    -16.139725      2.136786      1.708249    -37.075089    321.992625      0.047841      0.058694      0.451575      0.001008    179.943151    -30.094950   1.12531e+09
    SoFiA J120037.29-295840.1            20    147.965133    349.419831   5853.324855           146           150           347           351          5848          5858           122  -4.41024e-05   8.67051e-05      0.002218      0.000000             0   3.33582e-05      8.247676      5.597630      2.180367      1.519492     20.306501      0.000000      0.000000      0.000000     -1.000000      0.092149      0.104985      0.278170   3.68453e-04    180.155368    -29.977804   1.12560e+09
    SoFiA J115907.67-300148.9            21    563.715288    281.869471   5795.766709           561           567           279           284          5781          5806           386  -4.95500e-05   1.11803e-04      0.004309      0.000000             0   2.82779e-05     22.299475     18.159298      2.702292      2.366114    -77.281505      2.104509      0.973035     70.646775     14.036243      0.092207      0.078679      0.384328   5.55573e-04    179.781950    -30.030255   1.12387e+09
    SoFiA J115909.51-300752.2            22    554.938937    152.125737   5767.997827           550           560           146           159          5745          5790          3084  -1.00613e-04   1.67913e-04      0.038113      0.000000             0   3.05581e-05     37.224763     34.105348      4.231282      2.928830    -35.932468      3.120060      2.011029    -47.788979    134.039218      0.046330      0.055571      0.240109      0.001697    179.789620    -30.131180   1.12304e+09
    SoFiA J115920.82-300230.1            23    502.679893    267.267334   5775.886039           500           506           265           270          5766          5785           332  -6.33990e-05   1.20548e-04      0.004427      0.000000             0   3.39317e-05     18.353685     11.316135      2.679361      2.042230     39.071190      2.145222      1.070348    -14.736961     -1.000000      0.096307      0.098541      0.352124   6.18266e-04    179.836764    -30.041691   1.12328e+09
    SoFiA J115919.08-300154.9            24    510.788971    279.806160   5755.106584           504           517           273           286          5730          5780          4311  -9.98139e-05   2.18374e-04      0.059687      0.000000             0   2.90450e-05     43.686348     38.712431      4.821418      3.396950     53.039382      4.864619      2.749805     50.183821    229.921748      0.046062      0.041351      0.203360      0.001907    179.829495    -30.031930   1.12265e+09
    SoFiA J115934.12-301050.0            25    440.849903     88.813803   5758.911097           438           445            86            92          5741          5770           584  -8.42525e-05   1.17531e-04      0.008808      0.000000             0   3.03731e-05     25.390512      8.946914      2.735889      2.500180     84.825153      2.014193      1.635766     39.408775     46.654122      0.076445      0.068485      0.308712   7.34000e-04    179.892166    -30.180546   1.12277e+09
    SoFiA J115910.77-295430.8            26    549.616645    438.372731   5737.250991           541           557           430           449          5706          5767          6858  -1.16565e-04   2.23069e-04      0.090393      0.000000             0   2.96095e-05     51.866123     47.769967      5.966024      5.220513     21.633380      5.375701      3.357340     50.651562     55.616942      0.043001      0.048868      0.191329      0.002452    179.794868    -29.908551   1.12212e+09
    SoFiA J115911.83-300040.9            27    544.457428    306.188526   5755.096363           540           548           301           310          5743          5766          1108  -7.97419e-05   1.28938e-04      0.012643      0.000000             0   2.87520e-05     18.829167     14.703364      3.249512      3.013734     16.472073      2.592274      1.677545    -14.650673    311.871151      0.065644      0.074144      0.190354   9.57057e-04    179.799289    -30.011368   1.12265e+09
    SoFiA J115958.12-300140.5            28    329.717832    285.106691   5755.926400           328           332           283           287          5748          5761           126  -5.50447e-05   9.62963e-05      0.002335      0.000000             0   3.64752e-05     10.964821      5.923572      1.810939      1.709832      0.403949      0.603330          -nan     69.287843     -1.000000      0.105574      0.120466      0.362074   4.09433e-04    179.992168    -30.027917   1.12268e+09
    SoFiA J115902.54-295447.8            29    587.827244    432.215773   5729.707698           582           594           427           437          5699          5760          3254  -1.09078e-04   1.58705e-04      0.034209      0.000000             0   3.00979e-05     58.254928     54.339758      3.782633      3.158799    -72.848396      3.695145      2.161246    -76.754515    269.658303      0.050098      0.046831      0.384241      0.001717    179.760571    -29.913282   1.12189e+09
    SoFiA J115920.87-300221.3            30    502.465550    270.415830   5749.867014           499           506           267           275          5741          5760           556  -7.93740e-05   8.45607e-05      0.005518      0.000000             0   3.10050e-05     16.127245      7.295202      3.256608      2.525447      7.553514      2.017522      0.864174     76.955578     -1.000000      0.090758      0.113659      0.246619   7.31088e-04    179.836961    -30.039243   1.12250e+09
    SoFiA J115922.08-300322.4            31    496.836681    248.590012   5747.785771           493           500           245           252          5738          5757           528  -7.13142e-05   9.67476e-05      0.005709      0.000000             0   3.39749e-05     17.827731     14.668966      2.848711      1.995430     59.579508      1.207127      0.678045     47.649561     -1.000000      0.100659      0.097737      0.300632   7.80685e-04    179.841991    -30.056225   1.12243e+09
    SoFiA J115935.12-295758.5            32    436.460904    364.331110   5746.371832           435           439           362           366          5738          5752           149  -6.31865e-05   1.20752e-04      0.003150      0.000000             0   2.63356e-05     10.127472      9.088379      1.974362      1.551642    -83.530247      1.885762      1.036530     82.733673    227.665193      0.078034      0.067218      0.244716   3.21467e-04    179.896340    -29.966257   1.12239e+09
    SoFiA J115918.11-295540.4            33    515.492451    413.565980   5741.735804           511           520           408           418          5731          5751          1002  -8.07473e-05   1.03226e-04      0.011630      0.000000             0   3.10874e-05     16.776491     12.675564      3.556653      3.058299     58.014002      2.081768      2.031153    -80.878950    159.120236      0.081764      0.087258      0.197314   9.84052e-04    179.825453    -29.927889   1.12225e+09
    SoFiA J115935.82-301344.6            34    432.933363     26.452644   5740.236890           429           437            23            30          5729          5751           566  -7.63429e-05   8.69328e-05      0.006717      0.000000             0   2.86588e-05     19.705328     15.081121      3.223852      2.504658    -74.674197      1.565024      0.912648     73.000680     -1.000000      0.091199      0.077716      0.274822   6.81815e-04    179.899239    -30.229055   1.12221e+09
    SoFiA J115916.74-295000.7            35    522.018214    534.872996   5731.285748           517           527           531           538          5718          5745           740  -7.00227e-05   1.03002e-04      0.008520      0.000000             0   2.94059e-05     23.247623     17.480279      3.466097      3.009155     65.855350      2.321928      1.064866    -10.896971     -1.000000      0.092113      0.075564      0.292232   7.99928e-04    179.819767    -29.833531   1.12194e+09
    SoFiA J115934.36-301056.1            36    439.723363     86.620441   5729.101274           438           442            84            89          5723          5737           220  -6.57697e-05   9.01175e-05      0.003549      0.000000             0   3.06970e-05     12.672008      8.384565      2.563440      1.700032      5.233398      2.072212      1.000000     14.248984     -1.000000      0.085145      0.105798      0.275830   4.55309e-04    179.893178    -30.182252   1.12187e+09
    SoFiA J115900.10-295224.7            37    599.232830    483.296028   5728.909253           596           602           480           486          5722          5736           329  -7.87300e-05   1.14218e-04      0.004966      0.000000             0   2.63027e-05     12.264024     11.345567      3.023538      1.646879     36.047636      2.383405      1.263615     30.456788    219.850152      0.071278      0.077627      0.183233   4.77088e-04    179.750436    -29.873534   1.12187e+09
    SoFiA J120002.88-295447.1            38    307.638701    432.759209   5722.945218           303           313           429           436          5710          5736          1097  -8.58091e-05   1.29198e-04      0.014753      0.000000             0   2.95407e-05     20.824538     17.083074      4.116302      2.790359    -88.121552      3.001506      2.189661    -89.707958    252.381680      0.082705      0.057351      0.202894   9.78417e-04    180.011989    -29.913076   1.12169e+09
    SoFiA J115930.14-295014.9            39    459.779172    529.877826   5720.930162           457           464           526           533          5710          5730           441  -1.11066e-04   9.23505e-05      0.005732      0.000000             0   2.93549e-05     18.780753     18.188376      2.669415      2.254990    -12.513608      1.572177      0.938562    -21.171891      0.000000      0.080323      0.082712      0.313238   6.16452e-04    179.875566    -29.837481   1.12163e+09
    SoFiA J115916.32-295731.7            40    523.748270    373.810693   5720.073915           521           527           371           376          5711          5730           413  -6.97870e-05   1.04466e-04      0.006004      0.000000             0   2.59167e-05     17.390565     10.512689      2.671511      2.317313     -5.025401      2.092863      1.285216     40.765293    171.213158      0.069540      0.070442      0.214808   5.26690e-04    179.817987    -29.958800   1.12160e+09
    SoFiA J115929.75-295314.4            41    461.497355    465.797618   5724.548962           460           464           463           469          5718          5729           213  -5.48646e-05   1.14210e-04      0.003461      0.000000             0   3.55948e-05      7.922482      6.002818      3.051125      1.777354    -12.261003      3.730303   2.98023e-08    -15.465404     -1.000000      0.108432      0.142097      0.243031   5.19489e-04    179.873962    -29.887319   1.12174e+09
    SoFiA J120048.10-300854.1            42     98.167543    130.058860   5703.055938            95           101           128           132          5694          5712           367  -9.24374e-05   1.55839e-04      0.006542      0.000000             0   3.22354e-05     17.137518     15.651561      3.178171      1.836695    -64.075490      1.490144      1.000000    -37.002848    321.924347      0.091072      0.072721      0.279160   6.17541e-04    180.200427    -30.148358   1.12109e+09
    SoFiA J120046.89-301310.9            43    103.959012     38.344124   5669.573088            99           109            33            43          5648          5691          2254  -9.07377e-05   1.29081e-04      0.025529      0.000000             0   3.05835e-05     41.849415     31.441507      3.826886      3.235376     29.933588      3.160957      2.380196     27.486199    288.328448      0.058090      0.061344      0.302930      0.001452    180.195359    -30.219700   1.12009e+09
    SoFiA J120026.46-295126.7            44    198.053032    504.277173   5667.733522           193           203           499           509          5649          5684          1915  -9.34409e-05   1.19555e-04      0.022003      0.000000             0   2.85960e-05     31.396428     27.613561      4.285647      2.983583    -52.052552      3.664581      1.895891    -51.152429    339.657270      0.059967      0.055948      0.223707      0.001251    180.110261    -29.857405   1.12003e+09
    SoFiA J120105.05-295737.4            45     19.078777    371.586609   5667.838712            17            22           369           374          5656          5681           428  -9.67508e-05   1.30731e-04      0.007666      0.000000             0   3.02601e-05     22.938892     16.319621      2.477403      2.025710     80.820897      2.255624      1.339267     86.877026    174.305608      0.064171      0.065857      0.326148   6.26025e-04    180.271048    -29.960377   1.12004e+09
    SoFiA J120028.34-295229.7            46    189.368445    481.742330   5667.822263           186           192           477           486          5655          5679           826  -1.12195e-04   1.19084e-04      0.010887      0.000000             0   2.99156e-05     21.287084     17.209384      3.659374      2.270195    -15.030492      3.242112      1.279797    -14.933601      5.010370      0.062922      0.078825      0.245089   8.59781e-04    180.118070    -29.874925   1.12003e+09
    SoFiA J120059.03-294937.9            47     46.663320    542.874974   5646.315001            42            52           537           548          5628          5670          2121  -9.36568e-05   1.18592e-04      0.022844      0.000000             0   2.85633e-05     36.474590     32.660990      4.440522      3.616875     32.722132      2.816523      1.913041     79.101598     64.579647      0.059058      0.063173      0.273445      0.001315    180.245955    -29.827201   1.11939e+09
    SoFiA J115958.90-300832.1            48    326.085555    138.094378   5662.555571           324           328           136           140          5658          5668           110  -7.37655e-05   7.17823e-05      0.001659      0.000000             0   2.83487e-05      7.785888      5.623338      2.066806      1.878101     16.138479      2.179299   2.10734e-08    -85.031180     -1.000000      0.101164      0.109712      0.246639   2.97324e-04    179.995426    -30.142260   1.11988e+09
    SoFiA J115933.57-301414.2            49    443.316294     15.876431   5649.998682           439           447            12            20          5641          5661           705  -7.37016e-05   1.15703e-04      0.011039      0.000000             0   3.13469e-05     15.023378     13.245603      2.854005      2.328807    -51.444271      2.183156      1.581512    -72.927494    209.014074      0.074529      0.070573      0.194020   8.32317e-04    179.889883    -30.237273   1.11950e+09
    SoFiA J120027.68-301151.5            50    192.830651     66.834722   5650.493051           191           195            64            69          5643          5657           215  -7.11627e-05   9.30939e-05      0.004479      0.000000             0   3.54046e-05     14.000000     10.692494      2.526946      1.888530     21.883744      1.213415      0.272418     80.889209     -1.000000      0.088722      0.107589      0.310310   5.19133e-04    180.115339    -30.197634   1.11951e+09
    SoFiA J120041.26-300752.4            51    129.808379    152.153120   5586.259120           125           133           149           156          5576          5596           692  -7.59528e-05   1.08860e-04      0.009115      0.000000             0   3.01514e-05     19.222683     13.580463      3.301723      2.494411    -56.264995      1.946653      1.327297    -83.520131    107.343954      0.082275      0.072856      0.220017   7.93160e-04    180.171937    -30.131214   1.11759e+09
    SoFiA J115911.87-300916.2            52    543.965342    122.161808   5498.474382           539           549           119           126          5483          5514          1130  -7.84894e-05   1.45249e-04      0.013808      0.000000             0   2.96845e-05     29.501034     20.727616      3.699560      2.934878    -78.689894      1.961085      1.550737     -0.210513    327.433173      0.079866      0.063246      0.293689   9.97858e-04    179.799441    -30.154500   1.11495e+09
    SoFiA J115932.36-295207.4            53    449.389344    489.714381   5489.062995           445           454           486           493          5479          5499           738  -7.41316e-05   1.02496e-04      0.009278      0.000000             0   3.03514e-05     19.341512     16.473302      3.912156      3.211075     82.888986      2.080026      1.714097      0.676369     63.713956      0.094902      0.081455      0.221903   8.24531e-04    179.884845    -29.868727   1.11467e+09
    SoFiA J120018.75-294520.5            54    233.786607    635.075979   5487.402969           230           237           632           638          5476          5497           530  -8.07320e-05   1.06684e-04      0.008293      0.000000             0   2.98811e-05     20.172848     11.443585      3.448175      2.293791     39.810534      2.710191      0.936336     20.262724    193.067114      0.078009      0.086237      0.261542   6.87914e-04    180.078135    -29.755695   1.11462e+09
    SoFiA J120023.46-294802.9            55    211.929686    577.071122   5472.499938           205           218           572           582          5449          5496          3412  -1.12239e-04   2.12628e-04      0.041190      0.000000             0   3.05806e-05     40.050968     34.767387      4.062702      3.471828     82.543065      3.361662      2.324559     73.535632    265.855104      0.052692      0.048371      0.244628      0.001786    180.097760    -29.800797   1.11417e+09
    SoFiA J115910.26-295852.5            56    551.807888    344.894102   5478.110080           547           556           340           350          5460          5496          1802  -1.09343e-04   1.45606e-04      0.022067      0.000000             0   2.92473e-05     32.540782     26.643007      3.366820      2.621648    -27.277758      2.700393      2.260728    -28.930089    131.473978      0.054569      0.056455      0.239921      0.001242    179.792750    -29.981253   1.11434e+09
    SoFiA J115942.66-300638.2            57    401.361702    178.766117   5476.647365           398           404           176           182          5470          5484           276  -9.48850e-05   1.12982e-04      0.003858      0.000000             0   3.40359e-05     13.594073      7.591972      2.551491      2.110468     80.857163      1.694419          -nan    -25.273084     -1.000000      0.124164      0.099684      0.306991   5.65447e-04    179.927746    -30.110607   1.11430e+09
    SoFiA J115939.77-300429.5            58    414.789342    224.707207   5464.115464           409           420           220           229          5448          5482          1724  -9.28594e-05   1.39413e-04      0.018687      0.000000             0   2.87991e-05     31.031914     29.652997      3.610603      2.772969     50.609813      2.750557      2.343372     -5.556822     81.668989      0.063181      0.056725      0.254898      0.001196    179.915704    -30.074868   1.11392e+09
    SoFiA J115936.30-300331.4            59    430.876317    245.449166   5466.984167           427           436           242           249          5453          5480          1006  -8.02848e-05   1.22315e-04      0.013021      0.000000             0   3.00757e-05     23.854592     19.478251      3.963622      2.497433    -71.197528      3.236590      1.679785    -73.265612    116.097092      0.077565      0.062851      0.246095   9.53925e-04    179.901262    -30.058725   1.11401e+09
    SoFiA J115916.09-295355.4            60    524.942395    451.060005   5450.593160           520           529           446           456          5436          5465          1592  -8.68863e-05   1.46359e-04      0.020584      0.000000             0   2.73355e-05     25.867187     20.141070      3.313031      2.748804    -22.587743      2.476559      2.022471    -44.966210    284.510579      0.052869      0.061141      0.191017      0.001091    179.817025    -29.898716   1.11352e+09
    SoFiA J115923.06-295349.4            61    492.567931    453.255379   5438.474592           489           497           448           458          5420          5461          1578  -1.07435e-04   1.16765e-04      0.014216      0.000000             0   2.82509e-05     33.812416     32.785611      3.421730      3.187462    -79.374768      2.403075      1.370130    -42.833870     73.911795      0.062411      0.062804      0.325118      0.001122    179.846074    -29.897045   1.11315e+09
    SoFiA J120017.56-294901.7            62    239.361623    556.087994   5428.791117           234           244           552           560          5406          5459          1690  -9.73864e-05   1.29555e-04      0.018766      0.000000             0   2.98974e-05     50.734863     20.401922      3.310130      2.789525     85.780807      2.253351      1.642146     88.827608     11.728938      0.061511      0.053822      0.457132      0.001229    180.073185    -29.817133   1.11286e+09
    SoFiA J120055.68-294751.7            63     62.140239    580.839475   5432.298998            58            66           577           585          5411          5456          1343  -1.04040e-04   1.29066e-04      0.016825      0.000000             0   2.99258e-05     44.637366     40.066653      3.371698      2.363293     47.835121      2.380235      1.539007     58.425516      5.175119      0.055916      0.055151      0.418585      0.001097    180.232011    -29.797698   1.11297e+09
    SoFiA J115954.47-301145.7            64    346.584283     68.978316   5421.415654           344           351            65            73          5411          5431           614  -6.92557e-05   9.35770e-05      0.007008      0.000000             0   3.04651e-05     16.879163     14.544494      3.383581      2.623226     39.780648      2.572513      1.000000    -66.196009     -1.000000      0.087414      0.095744      0.254214   7.54896e-04    179.976977    -30.196015   1.11264e+09
    SoFiA J120033.08-300927.4            65    167.759785    118.280848   5418.277189           165           170           116           122          5413          5426           261  -7.03887e-05   1.04192e-04      0.004470      0.000000             0   2.98543e-05     11.150821      8.135698      2.654083      2.125189    -40.022287      2.121868      1.778875     43.121320     -1.000000      0.088473      0.091545      0.227093   4.82311e-04    180.137845    -30.157599   1.11255e+09
    SoFiA J115959.67-295143.0            66    322.516480    498.501227   5403.326908           318           327           495           502          5388          5420           993  -1.17370e-04   1.03148e-04      0.012068      0.000000             0   3.14485e-05     28.362105     25.848748      4.073979      2.624611     68.940045      1.812993      1.154815    -44.419234     88.758067      0.080374      0.069552      0.338064   9.91003e-04    179.998640    -29.861943   1.11210e+09
    SoFiA J115958.25-294931.0            67    329.134181    545.638899   5402.015486           324           335           541           550          5386          5418          1549  -7.53274e-05   1.16170e-04      0.018579      0.000000             0   3.02163e-05     28.385029     24.596326      3.887273      3.435842    -70.633489      2.747879      2.032885    -26.154961    155.061505      0.073427      0.062145      0.242084      0.001189    179.992707    -29.825280   1.11206e+09
    SoFiA J115956.94-295309.5            68    335.225835    467.602043   5405.478540           333           338           465           471          5398          5415           386  -7.10734e-05   9.55674e-05      0.005065      0.000000             0   2.83172e-05     15.963494     12.656101      2.641255      2.492314     30.235961      2.330499      1.338884    -36.949118     -1.000000      0.084358      0.089619      0.244809   5.56345e-04    179.987238    -29.885975   1.11216e+09
    SoFiA J115952.19-301245.3            69    357.171630     47.691066   5409.138312           355           360            45            50          5403          5415           195  -6.58859e-05   1.16207e-04      0.003413      0.000000             0   3.35289e-05     10.629461      9.646926      2.115216      1.453586     74.199448      1.620925      0.797781     59.608264     -1.000000      0.104378      0.091137      0.252795   4.68206e-04    179.967444    -30.212570   1.11227e+09
    SoFiA J120007.59-295136.1            70    285.754116    500.952903   5391.283571           284           288           499           503          5387          5396            79  -6.28961e-05   9.78254e-05      0.001209      0.000000             0   3.30007e-05      8.526422      7.661885      1.785703      1.386092     18.770966      0.000000      0.000000      0.000000     -1.000000      0.128462      0.136682      0.348839   2.93316e-04    180.031610    -29.860033   1.11174e+09
    SoFiA J115932.90-295755.4            71    446.783882    365.420217   5358.743428           443           450           363           369          5347          5369           590  -7.49709e-05   1.22427e-04      0.008595      0.000000             0   3.07876e-05     20.175586     17.575617      2.666815      2.214692     79.965968      2.133514      1.550631    -83.266199    180.000000      0.076980      0.068020      0.248781   7.47828e-04    179.887073    -29.965403   1.11076e+09
    SoFiA J115941.24-295033.5            72    408.182322    523.290080   5355.913625           404           412           520           527          5348          5364           632  -9.18252e-05   1.20060e-04      0.009358      0.000000             0   3.23262e-05     13.855076      9.507162      3.140871      2.952662     52.237402      2.044242      1.446698    -12.659357      8.849912      0.086868      0.086063      0.189673   8.12667e-04    179.921825    -29.842640   1.11068e+09
    SoFiA J120021.65-294849.5            73    220.377087    560.416711   5351.912506           217           223           558           563          5345          5358           265  -7.91674e-05   1.09238e-04      0.003600      0.000000             0   3.22129e-05     13.000000      9.776118      2.684732      1.615904     19.395963      2.393639      1.038518     10.198018      0.000000      0.100064      0.109715      0.269791   5.24387e-04    180.090201    -29.813756   1.11056e+09
    SoFiA J115855.98-295931.8            74    618.035431    330.718533   5315.353676           615           621           328           334          5297          5332           639  -6.82844e-05   1.19600e-04      0.009106      0.000000             0   2.87812e-05     31.734253     24.274823      2.942262      2.031355    -43.466122      2.877469      1.819320    -40.413402    135.320447      0.062161      0.059386      0.428007   7.27545e-04    179.733252    -29.992172   1.10946e+09
