# SoFiA source catalogue
# Creator: SoFiA 2.2.0
# Time:    Thu, 11 Feb 2021, 16:15:07
#
# Header rows:
#   1 = column number
#   2 = parameter name
#   3 = parameter unit
#
#                           1             2             3             4             5             6             7             8             9            10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34
#                        name            id             x             y             z         x_min         x_max         y_min         y_max         z_min         z_max         n_pix         f_min         f_max         f_sum           rel          flag           rms           w20           w50       ell_maj       ell_min        ell_pa     ell3s_maj     ell3s_min      ell3s_pa        kin_pa         err_x         err_y         err_z     err_f_sum            ra           dec          freq
#                                                     pix           pix           pix           pix           pix           pix           pix           pix           pix                     Jy/beam       Jy/beam       Jy/beam                                   Jy/beam           pix           pix           pix           pix           deg           pix           pix           deg           deg           pix           pix           pix       Jy/beam           deg           deg            Hz

    SoFiA J115934.44-300607.8            11    439.438099    189.575143   6247.512809           434           447           184           195          6225          6268          3226  -8.97045e-05   1.40447e-04      0.035060      0.000000             0   2.91910e-05     42.483666     29.281327      4.903641      3.902897    -85.539333      3.723432      3.115939    -84.867366    258.567016      0.139384      0.124520      0.487510      0.001658    179.893521    -30.102177   1.13743e+09
    SoFiA J115953.24-300000.5            12    352.365036    320.816467   6189.247509           350           355           318           324          6182          6196           229  -7.19146e-05   1.08269e-04      0.003378      0.000000             0   2.98012e-05      9.518522      8.198476      2.497714      1.933290     -4.530417      1.470501      0.829475     21.887077     75.003678      0.165359      0.189006      0.444662   4.50974e-04    179.971831    -30.000140   1.13568e+09
    SoFiA J115952.99-300003.8            13    353.529511    319.651153   6160.960362           350           356           317           323          6156          6167           226  -6.83155e-05   1.04428e-04      0.003913      0.000000             0   3.41335e-05     10.432011      3.128802      3.054560      1.902365     56.096895      0.000000      0.000000      0.000000     -1.000000      0.187318      0.181106      0.384677   5.13139e-04    179.970785    -30.001046   1.13483e+09
    SoFiA J115852.26-294609.8            14    635.984720    617.127135   6036.945829           632           640           613           621          6023          6052          1145  -8.63281e-05   1.02841e-04      0.013406      0.000000             0   3.01555e-05     25.255904     24.050213      4.138247      2.585321     48.578933      3.572845      1.805782     62.940996     45.000000      0.151037      0.147738      0.545573      0.001020    179.717765    -29.769377   1.13111e+09
    SoFiA J120041.02-301003.6            15    131.000378    105.290003   5908.683306           128           135           101           109          5900          5917           628  -7.00341e-05   1.07181e-04      0.007407      0.000000             0   2.79699e-05     15.151306      8.542157      3.426955      2.607567     40.373870      1.808580      1.242983     60.665317     15.309856      0.165750      0.190127      0.376242   7.00924e-04    180.170929    -30.167664   1.12726e+09
    SoFiA J120100.15-295802.4            16     41.829573    362.678657   5889.809910            35            49           356           369          5869          5910          3472  -9.90544e-05   1.46293e-04      0.039588      0.000000             0   2.96700e-05     34.387904     30.552847      5.028723      4.894430     77.803203      3.852281      3.227939    -18.594701    242.639639      0.131624      0.131031      0.449530      0.001748    180.250641    -29.967346   1.12669e+09
    SoFiA J120052.55-300133.6            17     77.284845    287.327758   5877.305146            74            80           285           289          5868          5886           178  -4.99702e-05   1.05277e-04      0.002857      0.000000             0   2.76771e-05     17.794353     17.445186      2.544712      1.729637     76.063826      1.944208      0.337163    -72.926791    296.565051      0.168202      0.133602      0.691106   3.69259e-04    180.218939    -30.026008   1.12632e+09
    SoFiA J115938.67-295258.7            18    420.083435    471.408134   5843.988003           416           424           467           476          5822          5874          1527  -8.95512e-05   1.53964e-04      0.019094      0.000000             0   3.03849e-05     47.007951     42.943941      3.861897      2.933707      2.560270      3.087520      2.011203    -12.926521     16.009033      0.112786      0.130040      0.959305      0.001187    179.911118    -29.882986   1.12532e+09
    SoFiA J115946.37-300541.5            19    384.161536    199.005900   5844.446349           381           387           195           203          5821          5869          1198  -1.08151e-04   1.14368e-04      0.015340      0.000000             0   2.91229e-05     45.091716     34.149827      3.163712      2.166520    -16.260177      2.139920      1.712002    -36.195364    321.992625      0.097642      0.117729      0.865613      0.001008    179.943220    -30.094872   1.12533e+09
    SoFiA J120037.32-295840.2            20    147.795755    349.378409   5853.152272           146           150           347           351          5848          5858           122  -4.41024e-05   8.67051e-05      0.002218      0.000000             0   3.33582e-05      8.247676      5.597630      2.180975      1.516845     20.559949      0.000000      0.000000      0.000000     -1.000000      0.174907      0.170673      0.473246   3.68453e-04    180.155520    -29.977836   1.12559e+09
    SoFiA J115907.71-300148.8            21    563.502477    281.915395   5796.422970           561           567           279           284          5781          5806           386  -4.95500e-05   1.11803e-04      0.004309      0.000000             0   2.82779e-05     22.131932     18.021327      2.685522      2.359103    -75.363011      1.797847      0.987685     71.707419     14.036243      0.197290      0.167390      0.800205   5.55573e-04    179.782142    -30.030220   1.12389e+09
    SoFiA J115909.51-300752.9            22    554.912947    151.908186   5768.229405           550           560           146           159          5745          5790          3084  -1.00613e-04   1.67913e-04      0.038113      0.000000             0   3.05581e-05     37.207141     34.089565      4.210716      2.919644    -36.529754      3.120717      2.022929    -47.490267    134.039218      0.105560      0.127257      0.520255      0.001697    179.789643    -30.131349   1.12305e+09
    SoFiA J115920.83-300230.3            23    502.630247    267.182131   5776.716490           500           506           265           270          5766          5785           332  -6.33990e-05   1.20548e-04      0.004427      0.000000             0   3.39317e-05     18.353685     11.316135      2.678634      2.035724     39.264156      1.972470      1.059056    -12.011269     -1.000000      0.193668      0.187844      0.680094   6.18266e-04    179.836809    -30.041758   1.12330e+09
    SoFiA J115919.08-300154.9            24    510.805917    279.825413   5755.123950           504           517           273           286          5730          5780          4311  -9.98139e-05   2.18374e-04      0.059687      0.000000             0   2.90450e-05     43.676634     38.668622      4.821269      3.396278     52.992656      4.864421      2.742979     50.049197    229.921748      0.098542      0.087532      0.414706      0.001907    179.829480    -30.031915   1.12265e+09
    SoFiA J115934.13-301049.9            25    440.823072     88.847648   5758.384629           438           445            86            92          5741          5770           584  -8.42525e-05   1.17531e-04      0.008808      0.000000             0   3.03731e-05     25.390512      8.946914      2.732937      2.501024     85.130818      2.003276      1.634496     35.057619     46.654122      0.141937      0.123551      0.525793   7.34000e-04    179.892190    -30.180519   1.12275e+09
    SoFiA J115910.75-295431.1            26    549.722979    438.275652   5736.765199           541           557           430           449          5706          5767          6858  -1.16565e-04   2.23069e-04      0.090393      0.000000             0   2.96095e-05     51.866025     47.769726      5.963146      5.218704     21.442882      5.348543      3.359154     50.275586     55.616942      0.091724      0.103723      0.393022      0.002452    179.794772    -29.908626   1.12210e+09
    SoFiA J115911.88-300039.8            27    544.240815    306.580506   5755.076576           540           548           301           310          5743          5766          1108  -7.97419e-05   1.28938e-04      0.012643      0.000000             0   2.87520e-05     18.829167     14.703364      3.246863      3.024374     25.696775      2.410375      1.841095    -17.738155    311.871151      0.151365      0.176117      0.418539   9.57057e-04    179.799485    -30.011063   1.12265e+09
    SoFiA J115958.11-300140.6            28    329.786956    285.083722   5756.357675           328           332           283           287          5748          5761           126  -5.50447e-05   9.62963e-05      0.002335      0.000000             0   3.64752e-05     10.953896      5.912790      1.811260      1.700903     -0.115213      0.457808      0.000000     68.546063     -1.000000      0.169767      0.195256      0.575159   4.09433e-04    179.992106    -30.027935   1.12269e+09
    SoFiA J115902.53-295448.2            29    587.842776    432.079010   5729.635381           582           594           427           437          5699          5760          3254  -1.09078e-04   1.58705e-04      0.034209      0.000000             0   3.00979e-05     58.138066     54.072061      3.782129      3.148425    -73.062985      3.690786      2.048936    -77.834937    269.658303      0.118736      0.111624      0.872751      0.001717    179.760556    -29.913388   1.12189e+09
    SoFiA J115920.89-300220.6            30    502.356779    270.648152   5749.484754           499           506           267           275          5741          5760           556  -7.93740e-05   8.45607e-05      0.005518      0.000000             0   3.10050e-05     14.713200      7.136694      3.238400      2.529275      7.721528      2.320969      0.775856     67.795493     -1.000000      0.208740      0.254352      0.561898   7.31088e-04    179.837059    -30.039062   1.12248e+09
    SoFiA J115922.04-300322.1            31    497.001133    248.701468   5748.098357           493           500           245           252          5738          5757           528  -7.13142e-05   9.67476e-05      0.005709      0.000000             0   3.39749e-05     17.576693     13.299470      2.851808      2.002661     59.931237      1.253132      0.812252     59.541937     -1.000000      0.223705      0.223623      0.625073   7.80685e-04    179.841844    -30.056138   1.12244e+09
    SoFiA J115935.13-295758.6            32    436.411346    364.321925   5746.376048           435           439           362           366          5738          5752           149  -6.31865e-05   1.20752e-04      0.003150      0.000000             0   2.63356e-05     10.127472      9.088379      1.975361      1.551443    -83.689034      1.838903      1.043440     82.595888    227.665193      0.110831      0.098793      0.342564   3.21467e-04    179.896384    -29.966265   1.12239e+09
    SoFiA J115918.09-295539.6            33    515.571440    413.865394   5741.939791           511           520           408           418          5731          5751          1002  -8.07473e-05   1.03226e-04      0.011630      0.000000             0   3.10874e-05     16.710836     10.488546      3.556890      3.046378     58.159773      2.101510      1.906420    -82.046908    159.120236      0.177065      0.201309      0.405242   9.84052e-04    179.825382    -29.927656   1.12226e+09
    SoFiA J115935.84-301344.8            34    432.849973     26.389190   5740.633866           429           437            23            30          5729          5751           566  -7.63429e-05   8.69328e-05      0.006717      0.000000             0   2.86588e-05     19.705328     15.081121      3.221528      2.504782    -74.705539      1.552525      0.894496     71.605180     -1.000000      0.185908      0.160502      0.543879   6.81815e-04    179.899314    -30.229104   1.12222e+09
    SoFiA J115916.70-295000.3            35    522.242437    535.026626   5731.441750           517           527           531           538          5718          5745           740  -7.00227e-05   1.03002e-04      0.008520      0.000000             0   2.94059e-05     23.247623     17.480279      3.459955      2.985079     64.357467      2.138017      0.955939     -2.700337     -1.000000      0.198315      0.155669      0.568611   7.99928e-04    179.819566    -29.833411   1.12194e+09
    SoFiA J115934.39-301055.4            36    439.611911     86.875641   5729.481057           438           442            84            89          5723          5737           220  -6.57697e-05   9.01175e-05      0.003549      0.000000             0   3.06970e-05     12.672008      8.384565      2.507273      1.691035      3.727082      1.615361      1.000000     10.161855     -1.000000      0.145218      0.187342      0.463499   4.55309e-04    179.893278    -30.182054   1.12188e+09
    SoFiA J115900.14-295224.3            37    599.046060    483.431912   5728.337282           596           602           480           486          5722          5736           329  -7.87300e-05   1.14218e-04      0.004966      0.000000             0   2.63027e-05     12.263234     11.343593      3.015266      1.637617     35.560603      2.315253      1.206272     27.210647    219.850152      0.142913      0.149893      0.333590   4.77088e-04    179.750603    -29.873429   1.12185e+09
    SoFiA J120002.91-295447.4            38    307.466772    432.647789   5723.192203           303           313           429           436          5710          5736          1097  -8.58091e-05   1.29198e-04      0.014753      0.000000             0   2.95407e-05     20.682879     16.904627      4.099912      2.791092    -88.357183      2.787796      2.151551     81.215421    252.381680      0.164383      0.117547      0.397541   9.78417e-04    180.012144    -29.913162   1.12170e+09
    SoFiA J115930.13-295015.3            39    459.792757    529.762152   5721.014972           457           464           526           533          5710          5730           441  -1.11066e-04   9.23505e-05      0.005732      0.000000             0   2.93549e-05     18.780753     18.188376      2.664021      2.256803    -12.320420      1.550088      0.975489    -19.205798      0.000000      0.158758      0.162337      0.558107   6.16452e-04    179.875553    -29.837571   1.12163e+09
    SoFiA J115916.31-295731.2            40    523.760922    373.981142   5719.791909           521           527           371           376          5711          5730           413  -6.97870e-05   1.04466e-04      0.006004      0.000000             0   2.59167e-05     17.359326     10.484309      2.657291      2.316796     -6.543575      1.978236      1.352468     44.757467    171.213158      0.127415      0.126963      0.387499   5.26690e-04    179.817976    -29.958667   1.12159e+09
    SoFiA J115929.78-295314.0            41    461.360845    465.919903   5725.015318           460           464           463           469          5718          5729           213  -5.48646e-05   1.14210e-04      0.003461      0.000000             0   3.55948e-05      7.912561      5.944558      3.045666      1.758745    -12.707814      3.907038      0.000000    -10.644526     -1.000000      0.189768      0.236697      0.427098   5.19489e-04    179.874085    -29.887224   1.12175e+09
    SoFiA J120048.09-300854.1            42     98.206615    130.041057   5702.780299            95           101           128           132          5694          5712           367  -9.24374e-05   1.55839e-04      0.006542      0.000000             0   3.22354e-05     17.137518     15.651561      3.177350      1.831503    -63.981749      1.478788      1.000000    -32.589275    321.924347      0.144558      0.118293      0.423104   6.17541e-04    180.200392    -30.148372   1.12108e+09
    SoFiA J120046.84-301311.0            43    104.164972     38.307583   5669.570092            99           109            33            43          5648          5691          2254  -9.07377e-05   1.29081e-04      0.025529      0.000000             0   3.05835e-05     41.849415     31.441507      3.825079      3.236603     29.865851      3.194663      2.396055     29.628784    288.328448      0.128341      0.131647      0.610403      0.001452    180.195174    -30.219729   1.12009e+09
    SoFiA J120026.48-295126.5            44    197.985044    504.335652   5668.012048           193           203           499           509          5649          5684          1915  -9.34409e-05   1.19555e-04      0.022003      0.000000             0   2.85960e-05     31.396428     27.613561      4.284810      2.979532    -51.929356      3.658537      1.867546    -50.373091    339.657270      0.133879      0.127031      0.482569      0.001251    180.110322    -29.857359   1.12004e+09
    SoFiA J120105.05-295737.6            45     19.089683    371.512243   5668.057466            17            22           369           374          5656          5681           428  -9.67508e-05   1.30731e-04      0.007666      0.000000             0   3.02601e-05     22.938892     16.319621      2.477034      2.022827     80.954110      2.246889      1.367951     88.607973    174.305608      0.102390      0.111931      0.508745   6.26025e-04    180.271039    -29.960435   1.12004e+09
    SoFiA J120028.35-295229.6            46    189.312055    481.806964   5667.815184           186           192           477           486          5655          5679           826  -1.12195e-04   1.19084e-04      0.010887      0.000000             0   2.99156e-05     21.287084     17.209384      3.657356      2.269548    -15.114040      3.238870      1.274921    -15.061630      5.010370      0.125648      0.156536      0.464664   8.59781e-04    180.118120    -29.874875   1.12003e+09
    SoFiA J120059.05-294937.9            47     46.581977    542.881779   5646.490536            42            52           537           548          5628          5670          2121  -9.36568e-05   1.18592e-04      0.022844      0.000000             0   2.85633e-05     36.370652     32.510229      4.443752      3.612322     32.773982      2.833714      1.911139     78.736226     64.579647      0.134170      0.141640      0.589869      0.001315    180.246028    -29.827196   1.11939e+09
    SoFiA J115958.94-300832.7            48    325.931607    137.898317   5662.088173           324           328           136           140          5658          5668           110  -7.37655e-05   7.17823e-05      0.001659      0.000000             0   2.83487e-05      7.785888      5.623338      2.054871      1.820608     23.521581      1.874281      0.000000     83.770929     -1.000000      0.180881      0.193027      0.500152   2.97324e-04    179.995565    -30.142412   1.11986e+09
    SoFiA J115933.55-301413.9            49    443.416361     15.963355   5649.942394           439           447            12            20          5641          5661           705  -7.37016e-05   1.15703e-04      0.011039      0.000000             0   3.13469e-05     14.990894     13.147191      2.845070      2.328976    -51.261539      2.173364      1.557905    -75.171719    209.014074      0.146051      0.137002      0.344123   8.32317e-04    179.889793    -30.237206   1.11950e+09
    SoFiA J120027.68-301151.4            50    192.841757     66.849044   5650.581275           191           195            64            69          5643          5657           215  -7.11627e-05   9.30939e-05      0.004479      0.000000             0   3.54046e-05     14.000000     10.692494      2.526989      1.888850     21.872809      1.223712      0.246719     81.652074     -1.000000      0.126866      0.148165      0.415955   5.19133e-04    180.115329    -30.197623   1.11952e+09
    SoFiA J120041.21-300752.4            51    130.058686    152.128032   5585.997504           125           133           149           156          5576          5596           692  -7.59528e-05   1.08860e-04      0.009115      0.000000             0   3.01514e-05     19.222683     13.580463      3.292318      2.496482    -56.025900      2.033568      1.343599    -87.552881    107.343954      0.169122      0.147464      0.427601   7.93160e-04    180.171712    -30.131234   1.11758e+09
    SoFiA J115911.89-300916.1            52    543.858186    122.206684   5498.401585           539           549           119           126          5483          5514          1130  -7.84894e-05   1.45249e-04      0.013808      0.000000             0   2.96845e-05     29.439270     20.053105      3.695955      2.939455    -78.814433      1.959640      1.574940      0.159759    327.433173      0.157440      0.126307      0.544688   9.97858e-04    179.799538    -30.154466   1.11495e+09
    SoFiA J115932.31-295207.6            53    449.646243    489.664988   5489.455482           445           454           486           493          5479          5499           738  -7.41316e-05   1.02496e-04      0.009278      0.000000             0   3.03514e-05     19.341512     16.473302      3.910436      3.211512     82.640612      2.132889      1.769607     15.424248     63.713956      0.186696      0.162357      0.423008   8.24531e-04    179.884615    -29.868766   1.11468e+09
    SoFiA J120018.74-294520.5            54    233.840385    635.083954   5487.454688           230           237           632           638          5476          5497           530  -8.07320e-05   1.06684e-04      0.008293      0.000000             0   2.98811e-05     20.155904     11.405123      3.447330      2.294267     39.774930      2.702367      0.965783     19.374498    193.067114      0.126100      0.139817      0.419072   6.87914e-04    180.078087    -29.755689   1.11462e+09
    SoFiA J120023.50-294803.4            55    211.748062    576.873158   5472.639046           205           218           572           582          5449          5496          3412  -1.12239e-04   2.12628e-04      0.041190      0.000000             0   3.05806e-05     39.910918     34.498178      4.069870      3.461961     82.761544      3.421638      2.360558     77.594086    265.855104      0.118949      0.111285      0.527612      0.001786    180.097923    -29.800951   1.11418e+09
    SoFiA J115910.22-295852.5            56    551.979288    344.905130   5478.146412           547           556           340           350          5460          5496          1802  -1.09343e-04   1.45606e-04      0.022067      0.000000             0   2.92473e-05     32.513468     26.608912      3.364976      2.603197    -26.780656      2.682045      2.248306    -26.323965    131.473978      0.124712      0.123181      0.498297      0.001242    179.792596    -29.981245   1.11434e+09
    SoFiA J115942.62-300638.5            57    401.536262    178.670556   5476.551051           398           404           176           182          5470          5484           276  -9.48850e-05   1.12982e-04      0.003858      0.000000             0   3.40359e-05     13.594073      7.591972      2.538105      2.109649     81.340368      1.717233      0.000000    -38.650291     -1.000000      0.229525      0.199124      0.514324   5.65447e-04    179.927589    -30.110681   1.11430e+09
    SoFiA J115939.76-300429.2            58    414.813289    224.839296   5463.563329           409           420           220           229          5448          5482          1724  -9.28594e-05   1.39413e-04      0.018687      0.000000             0   2.87991e-05     31.022141     29.630238      3.612823      2.759710     50.673436      2.714492      2.338701     -2.372144     81.668989      0.151361      0.134233      0.571275      0.001196    179.915683    -30.074765   1.11391e+09
    SoFiA J115936.34-300331.8            59    430.688078    245.326649   5467.803095           427           436           242           249          5453          5480          1006  -8.02848e-05   1.22315e-04      0.013021      0.000000             0   3.00757e-05     23.854592     19.478251      3.953751      2.502545    -70.948660      3.036646      1.723433    -72.613112    116.097092      0.157114      0.132176      0.493480   9.53925e-04    179.901431    -30.058820   1.11403e+09
    SoFiA J115916.05-295355.3            60    525.124268    451.078260   5450.988424           520           529           446           456          5436          5465          1592  -8.68863e-05   1.46359e-04      0.020584      0.000000             0   2.73355e-05     25.795014     20.087476      3.310774      2.749130    -22.361763      2.493176      1.994777    -44.093803    284.510579      0.112645      0.125960      0.374691      0.001091    179.816862    -29.898701   1.11353e+09
    SoFiA J115923.04-295348.8            61    492.663570    453.455097   5438.900233           489           497           448           458          5420          5461          1578  -1.07435e-04   1.16765e-04      0.014216      0.000000             0   2.82509e-05     33.812416     32.785611      3.426787      3.196510    -77.706316      2.134361      1.369835    -46.566220     73.911795      0.157076      0.163496      0.789601      0.001122    179.845988    -29.896890   1.11317e+09
    SoFiA J120017.52-294901.6            62    239.589802    556.099670   5429.320558           234           244           552           560          5406          5459          1690  -9.73864e-05   1.29555e-04      0.018766      0.000000             0   2.98974e-05     50.734863     20.401922      3.294314      2.789934     85.828414      2.243392      1.644948    -89.118312     11.728938      0.135388      0.117505      0.960140      0.001229    180.072980    -29.817124   1.11288e+09
    SoFiA J120055.64-294752.3            63     62.354827    580.625116   5431.905862            58            66           577           585          5411          5456          1343  -1.04040e-04   1.29066e-04      0.016825      0.000000             0   2.99258e-05     44.637366     40.066653      3.346533      2.363986     47.517980      2.305421      1.534690     59.715848      5.175119      0.115211      0.112659      0.791408      0.001097    180.231819    -29.797865   1.11296e+09
    SoFiA J115954.54-301145.5            64    346.280168     69.020779   5422.393354           344           351            65            73          5411          5431           614  -6.92557e-05   9.35770e-05      0.007008      0.000000             0   3.04651e-05     16.879163     14.544494      3.378673      2.616658     39.354312      2.125909      1.000000    -56.276027     -1.000000      0.185148      0.195553      0.532052   7.54896e-04    179.977251    -30.195982   1.11267e+09
    SoFiA J120033.08-300927.4            65    167.764380    118.254110   5418.632178           165           170           116           122          5413          5426           261  -7.03887e-05   1.04192e-04      0.004470      0.000000             0   2.98543e-05     11.150821      8.135698      2.652973      2.125130    -40.103852      2.121442      1.753379     45.840520     -1.000000      0.141726      0.154361      0.361409   4.82311e-04    180.137841    -30.157620   1.11256e+09
    SoFiA J115959.71-295143.0            66    322.342845    498.510642   5403.488056           318           327           495           502          5388          5420           993  -1.17370e-04   1.03148e-04      0.012068      0.000000             0   3.14485e-05     28.292557     25.693206      4.058732      2.622640     68.725873      1.948817      1.165642    -51.465092     88.758067      0.160815      0.143453      0.667915   9.91003e-04    179.998796    -29.861936   1.11210e+09
    SoFiA J115958.27-294930.5            67    329.020575    545.802990   5402.167144           324           335           541           550          5386          5418          1549  -7.53274e-05   1.16170e-04      0.018579      0.000000             0   3.02163e-05     28.294499     24.449128      3.886264      3.446762    -70.562046      2.736698      1.929047    -28.815185    155.061505      0.159622      0.138260      0.503946      0.001189    179.992809    -29.825153   1.11207e+09
    SoFiA J115956.98-295309.8            68    335.016498    467.514902   5405.347204           333           338           465           471          5398          5415           386  -7.10734e-05   9.55674e-05      0.005065      0.000000             0   2.83172e-05     15.952215     12.592564      2.639638      2.472836     26.973747      2.060685      1.244116    -26.018054     -1.000000      0.158921      0.172836      0.439349   5.56345e-04    179.987426    -29.886043   1.11216e+09
    SoFiA J115952.21-301245.3            69    357.067185     47.686116   5408.847163           355           360            45            50          5403          5415           195  -6.58859e-05   1.16207e-04      0.003413      0.000000             0   3.35289e-05     10.629461      9.646926      2.118466      1.453776     74.275082      1.620226      0.729026     57.419754     -1.000000      0.182292      0.161186      0.397477   4.68206e-04    179.967538    -30.212574   1.11227e+09
    SoFiA J120007.55-295136.1            70    285.918741    500.964802   5391.696817           284           288           499           503          5387          5396            79  -6.28961e-05   9.78254e-05      0.001209      0.000000             0   3.30007e-05      8.526422      7.661885      1.790068      1.391192     20.145495      0.000000      0.000000      0.000000     -1.000000      0.252574      0.233091      0.636668   2.93316e-04    180.031462    -29.860023   1.11175e+09
    SoFiA J115932.93-295755.6            71    446.610144    365.361496   5358.856507           443           450           363           369          5347          5369           590  -7.49709e-05   1.22427e-04      0.008595      0.000000             0   3.07876e-05     20.117259     17.460358      2.651756      2.205695     78.450798      2.061839      1.530251    -87.863099    180.000000      0.148421      0.133710      0.450712   7.47828e-04    179.887229    -29.965449   1.11077e+09
    SoFiA J115941.19-295033.3            72    408.383989    523.362941   5356.417489           404           412           520           527          5348          5364           632  -9.18252e-05   1.20060e-04      0.009358      0.000000             0   3.23262e-05     13.855076      9.507162      3.146423      2.970243     55.381258      2.105471      1.497321    -18.849941      8.849912      0.168472      0.162752      0.346896   8.12667e-04    179.921644    -29.842583   1.11069e+09
    SoFiA J120021.62-294849.7            73    220.525795    560.360450   5352.599176           217           223           558           563          5345          5358           265  -7.91674e-05   1.09238e-04      0.003600      0.000000             0   3.22129e-05     13.000000      9.776118      2.683228      1.621737     19.435675      2.261221      0.981792      1.856163      0.000000      0.199312      0.202886      0.525676   5.24387e-04    180.090067    -29.813800   1.11058e+09
    SoFiA J115855.95-295931.8            74    618.176160    330.709054   5314.787783           615           621           328           334          5297          5332           639  -6.82844e-05   1.19600e-04      0.009106      0.000000             0   2.87812e-05     31.734253     24.274823      2.937481      2.022295    -43.059387      2.876578      1.730828    -39.101982    135.320447      0.115633      0.104877      0.747822   7.27545e-04    179.733126    -29.992179   1.10944e+09
